reviewText,clean_reviewText,sentiment
"I love these shirts!  They are pretty much all I wear.  They have held up to abuse in the kitchen while cooking and I've been able to get grease stains out of them easily.  I like that they are breathable and lightweight/moisture wicking.They are frequently on sale and super cheap so I don't worry too much if I find myself in a situation where it might get destroyed - like painting - because at 3 for $20, if I get paint on it, I'll just use it for painting in the future.  I've even been able to get car gunk stains out when I work on my car and accidentally touch my shirt with a dirty parts.I like how comfortable and light they are, it almost feels like I'm not wearing a shirt at all.  I've never had any issues with stitching poking me or coming undone and I've been wearing these for 7-8 years now.They look nice enough to go out in public, but fit/feel like a super comfortable T-shirt.  The lightweight fabric is a MUST here in South Carolina.",i love these shirts  they are pretty much all i wear  they have held up to abuse in the kitchen while cooking and ive been able to get grease stains out of them easily  i like that they are breathable and lightweightmoisture wickingthey are frequently on sale and super cheap so i dont worry too much if i find myself in a situation where it might get destroyed  like painting  because at  for  if i get paint on it ill just use it for painting in the future  ive even been able to get car gunk stains out when i work on my car and accidentally touch my shirt with a dirty partsi like how comfortable and light they are it almost feels like im not wearing a shirt at all  ive never had any issues with stitching poking me or coming undone and ive been wearing these for  years nowthey look nice enough to go out in public but fitfeel like a super comfortable tshirt  the lightweight fabric is a must here in south carolina,1
"I love the color of this blouse and how it flows across my shoulders and the sleeves give it a real feminine appearance. It washes and wears well, so there is no need to iron.",i love the color of this blouse and how it flows across my shoulders and the sleeves give it a real feminine appearance it washes and wears well so there is no need to iron,1
"My jacket arrived the day before the coldest day of the year so far (temps in the 30s which is cold for central Florida), so I got to test it out last night and early this morning. It is EXTREMELY warm! More warm than my goose down Marmot puffy, and also much ‚Äúpuffier‚Äù. It‚Äôs comfy, and feels like good quality. I especially like the extra big zippers, which makes it easy to zip and unzip, and the fleece lined collar. I‚Äôm 6‚Äô1 and 200 lbs, and the medium is a perfect fit. Happy with the purchase and recommend if you live in a cold climate.",my jacket arrived the day before the coldest day of the year so far temps in the s which is cold for central florida so i got to test it out last night and early this morning it is extremely warm more warm than my goose down marmot puffy and also much ‚äúpuffier‚äù it‚äôs comfy and feels like good quality i especially like the extra big zippers which makes it easy to zip and unzip and the fleece lined collar i‚äôm ‚äô and  lbs and the medium is a perfect fit happy with the purchase and recommend if you live in a cold climate,1
Quality is good. Looks good after wearing,quality is good looks good after wearing,1
"I purchased the dress for a special church ceremony called baptism. The dress has to be fit, made of quality material, and well-designed. Of course, it has to be white.",i purchased the dress for a special church ceremony called baptism the dress has to be fit made of quality material and welldesigned of course it has to be white,1
"The feel of this T-shirt is soft.  The color cream is yellow based cream, very pretty,My only issue with the shirt is that it is really long on me. I am 5'2, 36C, 142Lbs. . I ordered a size M, and it fits in the chest, shoulders, and tummy. It is a nice quality T-shirt. I kept it because I could create a cinch in the front of the shirt and tie it with a rubber band to make a pleated feature, which shortens the T-shirt. If you like longer shirts you will love it.  I am still on the look out for a Cream T-shirts to wear with high waisted paints",the feel of this tshirt is soft  the color cream is yellow based cream very prettymy only issue with the shirt is that it is really long on me i am  c lbs  i ordered a size m and it fits in the chest shoulders and tummy it is a nice quality tshirt i kept it because i could create a cinch in the front of the shirt and tie it with a rubber band to make a pleated feature which shortens the tshirt if you like longer shirts you will love it  i am still on the look out for a cream tshirts to wear with high waisted paints,1
Right size and good material,right size and good material,1
This is a wonderful shirt. It is very flattering and is made of good quality material. The size was perfect and I feel it was a very good value.,this is a wonderful shirt it is very flattering and is made of good quality material the size was perfect and i feel it was a very good value,1
Guys Worth it,guys worth it,1
"I bought this swimsuit for my son. The quality is very good, soft material and very stylish. I ordered a size large. He loved it!! We are definitely ordering more of these for our upcoming vacation to Disney. Order them, you won't be sorry!!",i bought this swimsuit for my son the quality is very good soft material and very stylish i ordered a size large he loved it we are definitely ordering more of these for our upcoming vacation to disney order them you wont be sorry,1
"Very nice pant to walk around all day, not to heavy or to light.",very nice pant to walk around all day not to heavy or to light,1
Comfy set of jeans I feel like the size runs a little big,comfy set of jeans i feel like the size runs a little big,1
I bought these and similar for my son and to my surprise they are still intact even with all the rips! Flattering and comfy fit. Great value for price.,i bought these and similar for my son and to my surprise they are still intact even with all the rips flattering and comfy fit great value for price,1
"I wear a 9.5. These come pretty tight out of the box, consider going x-wide for your shoe size.It’s what I did and I found the 9.5 X-Wide to fit fantastically.Pretty comfy to wear and they don’t seem to need much breaking in. But, Under Armour shoes have always been my go-to when it comes to quality shoes.If you’re looking for a nice pair gym shoes, that’s quite affordable, do consider these and also consider order on the wide side.You won’t regret it.",i wear a  these come pretty tight out of the box consider going xwide for your shoe sizeit’s what i did and i found the  xwide to fit fantasticallypretty comfy to wear and they don’t seem to need much breaking in but under armour shoes have always been my goto when it comes to quality shoesif you’re looking for a nice pair gym shoes that’s quite affordable do consider these and also consider order on the wide sideyou won’t regret it,1
"I got these for my fiancé who doesn’t particularly care about fashion. I however, very much enjoy dressing him up and because he has few inclinations towards fashion, I have relatively free rein. We both love these pants! They are SO soft and the color is exactly what I was looking for (very versatile). These pants have held up so well and it’s truly a miracle. I really, really like these pants and would probably wear them myself if I could. They don’t wrinkle very badly if at all (we just use wrinkle release if anything does need help with wrinkles). They wash well, retaining their shape and color. These pants are not flimsy despite how soft and comfy they are.",i got these for my fiancé who doesn’t particularly care about fashion i however very much enjoy dressing him up and because he has few inclinations towards fashion i have relatively free rein we both love these pants they are so soft and the color is exactly what i was looking for very versatile these pants have held up so well and it’s truly a miracle i really really like these pants and would probably wear them myself if i could they don’t wrinkle very badly if at all we just use wrinkle release if anything does need help with wrinkles they wash well retaining their shape and color these pants are not flimsy despite how soft and comfy they are,1
This is exactly what I hoped it would be. Love the front V neck. Great for business casual.,this is exactly what i hoped it would be love the front v neck great for business casual,1
"I love these shirts they are comfy. Sometimes size can be off some by being oversized, and I’ve had one delivered that had a hole in the seam where the arm and shirt meets. But most of all with as many as I’ve ordered they are good quality shirts and comfortable. Functional most definitely.",i love these shirts they are comfy sometimes size can be off some by being oversized and i’ve had one delivered that had a hole in the seam where the arm and shirt meets but most of all with as many as i’ve ordered they are good quality shirts and comfortable functional most definitely,1
Perfect fit and very comfortable.,perfect fit and very comfortable,1
"Just because it doesn't say stretch, doesn't mean they aren't stretch. I've got nothing but junk from Levi lately. This will be the last thing I but from them. You just lost a life long customer because of your cheap stretch garbage.",just because it doesnt say stretch doesnt mean they arent stretch ive got nothing but junk from levi lately this will be the last thing i but from them you just lost a life long customer because of your cheap stretch garbage,0
"Comfortable, quality is great , not too heavy . Wear well my husband and grandson wear these !",comfortable quality is great  not too heavy  wear well my husband and grandson wear these ,1
Rich color and good quality.  Nice price.,rich color and good quality  nice price,1
"As described, fits well for my 12 year old and no quality control issues!",as described fits well for my  year old and no quality control issues,1
The material/quality is very thin and cheap.,the materialquality is very thin and cheap,0
"Love it, nice and fresh material, I buy 0 size by mistake lol but fit good in my 2mo baby girl.",love it nice and fresh material i buy  size by mistake lol but fit good in my mo baby girl,1
"I love these shoes for the price! They are comfortable, easy to slip on and true to size! These aren’t an exact dupe for the Birkenstocks but they look similar and they are very good quality! I have both brand name and these and wear both!",i love these shoes for the price they are comfortable easy to slip on and true to size these aren’t an exact dupe for the birkenstocks but they look similar and they are very good quality i have both brand name and these and wear both,1
"This has become my new summer go-to for just hanging around the house.  At this price, it's never going to be that one that you hold onto for 15 years until your wife gets tired of seeing it and accidentally destroys it or wear to that singles event at the park where you want to look like 1M$.  It is the one however, that you wear to Lowe's, mow the lawn, and don't really care if you get some random schmuz all over it or you suddenly can't find it [ask the wife if she has and look for guilty body language].They are cheap, they do shrink a bit but won't Hulk Hogan on you by accident, and reasonably comfortable.  The one suggestion is that like many red things, you'll want to run that one through the washer with other dark colors first, and probably never with the white clothes unless you think pink socks are flattering.Maybe best of all, even when you've moved onto the next set, the old ones have a second life, if not for that painting project you don't want to get all over your new ones, then for cleaning up after the dog, washing the car, or any number of other dad-activities that we don't brag about.  I think I still have one of my first ones hanging around as a stain rag.  And you won't shed a tear when it finally does come to an end because after spending $5 on it and getting $15 worth of wear and utility, it deserves to go with dignity.",this has become my new summer goto for just hanging around the house  at this price its never going to be that one that you hold onto for  years until your wife gets tired of seeing it and accidentally destroys it or wear to that singles event at the park where you want to look like m  it is the one however that you wear to lowes mow the lawn and dont really care if you get some random schmuz all over it or you suddenly cant find it ask the wife if she has and look for guilty body languagethey are cheap they do shrink a bit but wont hulk hogan on you by accident and reasonably comfortable  the one suggestion is that like many red things youll want to run that one through the washer with other dark colors first and probably never with the white clothes unless you think pink socks are flatteringmaybe best of all even when youve moved onto the next set the old ones have a second life if not for that painting project you dont want to get all over your new ones then for cleaning up after the dog washing the car or any number of other dadactivities that we dont brag about  i think i still have one of my first ones hanging around as a stain rag  and you wont shed a tear when it finally does come to an end because after spending  on it and getting  worth of wear and utility it deserves to go with dignity,1
"Ok, they are just socks, but good enough that I am taking the time to write a review.  Good quality, flexible fit with snug fit at toe, flex in arch, snug fit at heel, flex up ancle then snug fit at calf top.  They do not fall down.  Good quality cotton the should last a long time.  Weight is medium all season.  Colors are muted normal that match brown/tan pants.  blue series goes well with a variety of jeans blue colors.",ok they are just socks but good enough that i am taking the time to write a review  good quality flexible fit with snug fit at toe flex in arch snug fit at heel flex up ancle then snug fit at calf top  they do not fall down  good quality cotton the should last a long time  weight is medium all season  colors are muted normal that match browntan pants  blue series goes well with a variety of jeans blue colors,1
Waistband comfortable. Size true. No shrinkage. Loved the cotton content. Good quality will purchase again when needed - have purchased these before,waistband comfortable size true no shrinkage loved the cotton content good quality will purchase again when needed  have purchased these before,1
Muy cómodas y se ven elegantes. El tamaño es muy acorde a lo descrito.Me encantaron.,muy cómodas y se ven elegantes el tamaño es muy acorde a lo descritome encantaron,1
Pretty colors and I prefer the solid ones.  Great fit and you can wear casual or dressy. Very comfortable.  Ordered-size medium and the fit is great.,pretty colors and i prefer the solid ones  great fit and you can wear casual or dressy very comfortable  orderedsize medium and the fit is great,1
Im 6’ 3” 210 pounds. I’m in good shape too. I usually order large and clothes a little tight but feel and look fitted. This jacket is absolutely incredible. I ordered a large and the torso is slightly shorter and sleeves are pretty much where they’re supposed to be minus about an inch. I can see how it would feel tight to most people so some should order the next size up. It is extremely warm and really good quality. I get nothing but compliments,im ’ ”  pounds i’m in good shape too i usually order large and clothes a little tight but feel and look fitted this jacket is absolutely incredible i ordered a large and the torso is slightly shorter and sleeves are pretty much where they’re supposed to be minus about an inch i can see how it would feel tight to most people so some should order the next size up it is extremely warm and really good quality i get nothing but compliments,1
Beyond adorable!  I can’t even tell you the number of compliments I’ve received when wearing this!  I have two friends who wanted the link to buy the same romper.  It’s sleeveless but it’s super cute in winter paired with a chunky sweater and boots too!  It feels like I’m wearing cozy pajamas all day.  I’ve tried rompers before and this is the first one that actually fits my figure well!,beyond adorable  i can’t even tell you the number of compliments i’ve received when wearing this  i have two friends who wanted the link to buy the same romper  it’s sleeveless but it’s super cute in winter paired with a chunky sweater and boots too  it feels like i’m wearing cozy pajamas all day  i’ve tried rompers before and this is the first one that actually fits my figure well,1
"I know it says daily sneaker, but they're too nice to wear everyday.  Lightweight and comfortable.  Easy to clean and keep looking new.  The leather is quality and durable.  Overall a good value for the money I spent.",i know it says daily sneaker but theyre too nice to wear everyday  lightweight and comfortable  easy to clean and keep looking new  the leather is quality and durable  overall a good value for the money i spent,1
Fits perfect.  Soft and stylish.,fits perfect  soft and stylish,1
They were too long but size fit well. Stretch and also was durable,they were too long but size fit well stretch and also was durable,1
"I'm 5'6 200lbs I got this shirt in a XL, Very nice color and good material made well, fits perfectly, nice and softI defiantly recommend this item. I will be handwashing and drying these my last batch of shirt after a few washesall got fuzzballs so I'm going to see if handwashing and dry will keep them from getting those.",im  lbs i got this shirt in a xl very nice color and good material made well fits perfectly nice and softi defiantly recommend this item i will be handwashing and drying these my last batch of shirt after a few washesall got fuzzballs so im going to see if handwashing and dry will keep them from getting those,1
Ordered for my 9 year old son and he loves them. He has chubbier feet and loves how spacious and comfortable they are. He got a size 9 and they fit true to size.,ordered for my  year old son and he loves them he has chubbier feet and loves how spacious and comfortable they are he got a size  and they fit true to size,1
"True to size, durable and thick sweatpants. Good quality and very soft and comfortable. Hanes is a very reliable brand and you always get what you’re looking for. Plus it’s always a great price for good quality stuff.",true to size durable and thick sweatpants good quality and very soft and comfortable hanes is a very reliable brand and you always get what you’re looking for plus it’s always a great price for good quality stuff,1
"I have purchased may types of jeans like most people today now. This have become one of my best. They are well made durable cotton feel not that thin stretchy type fabric they use for many jeans now, but still very comfortable feel and casual look. Rise not too low or too high. Not too tight in hips/butt area. Tapper down legs but not skinny jeans tight in legs still loose feel. I like wearing these jeans everyday and anywhere.",i have purchased may types of jeans like most people today now this have become one of my best they are well made durable cotton feel not that thin stretchy type fabric they use for many jeans now but still very comfortable feel and casual look rise not too low or too high not too tight in hipsbutt area tapper down legs but not skinny jeans tight in legs still loose feel i like wearing these jeans everyday and anywhere,1
Fits great. Length is always my worry but they were long enough and the band felt great in the waste. Definitely will be purchasing more colors. Thank you.,fits great length is always my worry but they were long enough and the band felt great in the waste definitely will be purchasing more colors thank you,1
Great pair of jeans for the most comfortable fit! Would definitely recommend,great pair of jeans for the most comfortable fit would definitely recommend,1
"For the price, these shirts are good.  They are a bit thin, but thick tshirts cost more.Fit is good, comfort is good.For the price- I'd buy it again.",for the price these shirts are good  they are a bit thin but thick tshirts cost morefit is good comfort is goodfor the price id buy it again,1
I had ordered these for my hubby who loves the polo brand and these are def comfortable and stretchy with a nice fit. I have machine  washed them and still looks new so def recommend!,i had ordered these for my hubby who loves the polo brand and these are def comfortable and stretchy with a nice fit i have machine  washed them and still looks new so def recommend,1
"I bought the SAVKOOV Men's Lightweight Jacket Casual Bomber Jacket Varsity Coat for two family members, and they absolutely love them!The jackets are lightweight yet warm, making them perfect for casual outings or layering. I purchased Black, Gray and Deep Khaki (Beautiful Color) in 3XL and 5XL and both people said they fit great. They also stated the quality of the fabric feels durable and well-made, and the classic varsity style is stylish and versatile, suitable for all ages.Overall, this was an excellent purchase, and I highly recommend it to anyone looking for a lightweight and fashionable jacket or a gift that's unisex.",i bought the savkoov mens lightweight jacket casual bomber jacket varsity coat for two family members and they absolutely love themthe jackets are lightweight yet warm making them perfect for casual outings or layering i purchased black gray and deep khaki beautiful color in xl and xl and both people said they fit great they also stated the quality of the fabric feels durable and wellmade and the classic varsity style is stylish and versatile suitable for all agesoverall this was an excellent purchase and i highly recommend it to anyone looking for a lightweight and fashionable jacket or a gift thats unisex,1
"I recently purchased the Fruit of the Loom Men's Moisture Wicking Eversoft Fleece Sweatshirt, and I couldn't be happier with my choice! The fit is absolutely perfect—it's true to size and allows for comfortable movement without feeling too loose or restricting.What really sets this sweatshirt apart is how incredibly soft it is. The Eversoft fleece makes it feel like you're wrapped in a cloud, perfect for those chilly days or lounging at home. I also love the moisture-wicking feature; it keeps me comfortable and dry, whether working out or running errands.Overall, this sweatshirt combines comfort, style, and functionality. I highly recommend it to anyone looking for a cozy addition to their wardrobe. You won't be disappointed! All three colors look great!",i recently purchased the fruit of the loom mens moisture wicking eversoft fleece sweatshirt and i couldnt be happier with my choice the fit is absolutely perfect—its true to size and allows for comfortable movement without feeling too loose or restrictingwhat really sets this sweatshirt apart is how incredibly soft it is the eversoft fleece makes it feel like youre wrapped in a cloud perfect for those chilly days or lounging at home i also love the moisturewicking feature it keeps me comfortable and dry whether working out or running errandsoverall this sweatshirt combines comfort style and functionality i highly recommend it to anyone looking for a cozy addition to their wardrobe you wont be disappointed all three colors look great,1
"JMIERR has truly impressed me with its quality and fit! Despite being a budget-friendly brand, their clothes feel premium, fit perfectly, and look great. I wasn’t expecting such amazing quality at this price point. Whether it’s casual wear or something more formal, their pieces are stylish and comfortable. Highly recommended for anyone seeking great fashion without breaking the bank!",jmierr has truly impressed me with its quality and fit despite being a budgetfriendly brand their clothes feel premium fit perfectly and look great i wasn’t expecting such amazing quality at this price point whether it’s casual wear or something more formal their pieces are stylish and comfortable highly recommended for anyone seeking great fashion without breaking the bank,1
"I absolutely love the PRETTYGARDEN Women's Short Sleeve Casual T-Shirt! The fabric is super soft, lightweight, and comfortable, making it perfect for all-day wear. It has a nice, relaxed fit without feeling boxy, and the length is just right for tucking in or leaving out. The color options are vibrant, and the shirt holds up well after washing without fading or shrinking. It's stylish yet casual and pairs easily with jeans, shorts, or skirts. Overall, this is an ideal staple piece for any wardrobe—highly recommend it!",i absolutely love the prettygarden womens short sleeve casual tshirt the fabric is super soft lightweight and comfortable making it perfect for allday wear it has a nice relaxed fit without feeling boxy and the length is just right for tucking in or leaving out the color options are vibrant and the shirt holds up well after washing without fading or shrinking its stylish yet casual and pairs easily with jeans shorts or skirts overall this is an ideal staple piece for any wardrobe—highly recommend it,1
I have been looking for shorts with zipper pockets for the gym. But I wanted bulk because I go to the gym 1-2 times a day. These shorts are comfortable loose and have zipper pockets. I will be buying more again.,i have been looking for shorts with zipper pockets for the gym but i wanted bulk because i go to the gym  times a day these shorts are comfortable loose and have zipper pockets i will be buying more again,1
My husband love these pants. They both have several pair of them. They are very comfortable and can be worn for everyday needs. They can also be worn with a nice shirt and be business casual/ slightly dressy. They are very versatile pants. I highly recommend them. Definitely buying all the other colors as he really loves these pants to wear to work. Material quality is amazing and fit is true to size. Pockets size are perfect and easy to use.They are suitable for any occasion. Highly recommend these pants to anyone looking for comfort and functionality.,my husband love these pants they both have several pair of them they are very comfortable and can be worn for everyday needs they can also be worn with a nice shirt and be business casual slightly dressy they are very versatile pants i highly recommend them definitely buying all the other colors as he really loves these pants to wear to work material quality is amazing and fit is true to size pockets size are perfect and easy to usethey are suitable for any occasion highly recommend these pants to anyone looking for comfort and functionality,1
Runs large and the sleeves were a little puffy at the cuff. The color was gorgeous.,runs large and the sleeves were a little puffy at the cuff the color was gorgeous,1
Fits great and I receive many compliments on this top. Perfect thickness - and I really like the neckline. Color is as pictured.,fits great and i receive many compliments on this top perfect thickness  and i really like the neckline color is as pictured,1
"Was excited to see the Patent Leather ones on sale and ordered them right away. They came in a couple days later and opened them up, and noticed that one shoe had scuffs on the toe. They aren’t a deal breaker, but it brought down the excitement a notch.The shoes were in their original wrapping, so it seems like this is a factory issue as opposed to anything else.Besides that, they are exactly what I wanted. Shiny as can be, very comfy to walk in, and the fitting (regularly a size 10 D) was right on.",was excited to see the patent leather ones on sale and ordered them right away they came in a couple days later and opened them up and noticed that one shoe had scuffs on the toe they aren’t a deal breaker but it brought down the excitement a notchthe shoes were in their original wrapping so it seems like this is a factory issue as opposed to anything elsebesides that they are exactly what i wanted shiny as can be very comfy to walk in and the fitting regularly a size  d was right on,1
"Update - now that I've had these a few months I just wanted to say that they have become my go-to shoes this summer. So easy to slip on and go!I really like these shoes! I usually wear a 9.5 but had to exchange for a 9, even now they are just a bit big, but not enough to worry about. When they say they are relaxed, the aren't joking. Nice and wide. Comfortable and durable. Halfway decent arch support - but I think I will put some in if I end up wearing them regularly. Easy to slip on - my first pair of slip-ons. I know get the appeal! Love the denim style! I might get another pair in a different color.",update  now that ive had these a few months i just wanted to say that they have become my goto shoes this summer so easy to slip on and goi really like these shoes i usually wear a  but had to exchange for a  even now they are just a bit big but not enough to worry about when they say they are relaxed the arent joking nice and wide comfortable and durable halfway decent arch support  but i think i will put some in if i end up wearing them regularly easy to slip on  my first pair of slipons i know get the appeal love the denim style i might get another pair in a different color,1
"Size was correct, fit is good, comfortable material.",size was correct fit is good comfortable material,1
"I am super impressed with how comfortable these are, far beyond my expectations for inexpensive walking shoes.  I have wide, problem feet, and these have everything I need.  Good arch support, cushy padding, wide toe box, perfect fit.They are also not too tight on my thick ankles.  I am plus sized,  and I have one even bigger ankle because of a bad break in childhood.  One ankle is 9.5 inches and the other is 10 inches.  The stretchy top is perfectly comfy, not too tight,  and doesn't dig in or leave a mark.",i am super impressed with how comfortable these are far beyond my expectations for inexpensive walking shoes  i have wide problem feet and these have everything i need  good arch support cushy padding wide toe box perfect fitthey are also not too tight on my thick ankles  i am plus sized  and i have one even bigger ankle because of a bad break in childhood  one ankle is  inches and the other is  inches  the stretchy top is perfectly comfy not too tight  and doesnt dig in or leave a mark,1
"I was skeptical on the price but needed a new winter jacket as I recently relocated from Florida to Northern Texas and we get weather in the low teens during the winter months. This jacket is warm, first time I wore it, was 17 degrees outside and all I had underneath was a long sleeve shirt I wasn’t bothered by the cold at all. I notice a lot of people say buy a size up I got a medium I’m 6 foot about 175 lbs and it fit great. My only thing is engraving things like “fashion” on the buttons and the “fashion, sport” leather badge on the left sleeve are a little tacky, (I actually took the badge on the sleeve off with a needle and small knife), but for the money this is a great jacket that seems durable, fits to size and will keep you plenty warm in at least the weather conditions that I have explained.",i was skeptical on the price but needed a new winter jacket as i recently relocated from florida to northern texas and we get weather in the low teens during the winter months this jacket is warm first time i wore it was  degrees outside and all i had underneath was a long sleeve shirt i wasn’t bothered by the cold at all i notice a lot of people say buy a size up i got a medium i’m  foot about  lbs and it fit great my only thing is engraving things like “fashion” on the buttons and the “fashion sport” leather badge on the left sleeve are a little tacky i actually took the badge on the sleeve off with a needle and small knife but for the money this is a great jacket that seems durable fits to size and will keep you plenty warm in at least the weather conditions that i have explained,1
This shirt is classy but sexy!  My husband loves it.  ( but very comfortable),this shirt is classy but sexy  my husband loves it   but very comfortable,1
"I ordered these pants in a size 2 in both regular and short lengths. The regular pair was too long, while the short pair was too short. After reading reviews about shrinkage, I washed and dried the regular pair, and now they fit perfectly!One thing to note is the difference in the waist sizing:The short pair had a smaller waist, which fit better right away.The regular pair had a looser waist, but after washing, it now fits just right.My only complaint is that the button feels cheap, so I took off a star. Overall, great pants with a little tweaking!",i ordered these pants in a size  in both regular and short lengths the regular pair was too long while the short pair was too short after reading reviews about shrinkage i washed and dried the regular pair and now they fit perfectlyone thing to note is the difference in the waist sizingthe short pair had a smaller waist which fit better right awaythe regular pair had a looser waist but after washing it now fits just rightmy only complaint is that the button feels cheap so i took off a star overall great pants with a little tweaking,1
"These pants are pretty darn excellent!  Here‚Äôs the size info to help you buy the correct size.Me- 5‚Äô7‚Äù long legs! 170#pictures are the size 16.I always wear L (long) pants.  I was already wearing Lee brand jeans which stretched.  I started with a 12L, but gained weight and was wearing a 16L until I found these.The previous Lee jeans had a waistband which came up to hip area.But sadly I faced medical problems and consoled myself with ice cream.  The medical problems were caused by the surgeon who  left me with a deformed foot.  It is very hard to get enough exercise when you can‚Äôt really walk well let alone run, jog, skip rope or do any other stuff that would help.Ice cream + inactivity = fatness.  Anyone who goes from a size 12 to a 16 has no business wearing jeans which don‚Äôt have enough fabric to make it up to the hip bones any longer. I‚Äôm sure I looked like some chubby middle aged woman who should look in the mirror and stop dressing inappropriately.These jeans stretch pretty much all over. I ordered a pair in Amazon‚Äôs recommended of size 14 but also in the size I suspected was better for me, size 16.I took reviewer‚Äôs advice and did not get ‚ÄúLong‚Äù.This was sound advice, the long‚Äôs would have required hemming.I tried the size 16 first- they are incredibly comfortable and soft. They are roomy in the right places and the waist band height is much better.  The crotch area was an exception though. That shouldn‚Äôt feel like there‚Äôs extra unneeded fabric, but it did. After washing this hasn‚Äôt bothered me.  I do need a belt to keep these up if my phone is in the pocket.Next I tried the size 14. I‚Äôm fairly confident that they will fit better if I lost 5 pounds. Otherwise I can wear them but the fit feels too small and I suspect they might look too small. I actually ordered another size 16 so that I have more than one pair of blue jeans to wear.Highly recommend these jeans no matter what body shape. If you are struggling with waistbands, which are too tight these jeans have more than enough stretch in the fabric. The waistband doesn‚Äôt roll or curl over after bending down and the length, even after washing has stayed exactly like it was when I got them I did not need to buy long. The regular length is quite long enough.  Ever so grateful this brand has mastered making a denim material which stretches but still looks like a normal blue jean,  It is soft and a joy to wear.",these pants are pretty darn excellent  here‚äôs the size info to help you buy the correct sizeme ‚äô‚äù long legs pictures are the size i always wear l long pants  i was already wearing lee brand jeans which stretched  i started with a l but gained weight and was wearing a l until i found thesethe previous lee jeans had a waistband which came up to hip areabut sadly i faced medical problems and consoled myself with ice cream  the medical problems were caused by the surgeon who  left me with a deformed foot  it is very hard to get enough exercise when you can‚äôt really walk well let alone run jog skip rope or do any other stuff that would helpice cream  inactivity  fatness  anyone who goes from a size  to a  has no business wearing jeans which don‚äôt have enough fabric to make it up to the hip bones any longer i‚äôm sure i looked like some chubby middle aged woman who should look in the mirror and stop dressing inappropriatelythese jeans stretch pretty much all over i ordered a pair in amazon‚äôs recommended of size  but also in the size i suspected was better for me size i took reviewer‚äôs advice and did not get ‚äúlong‚äùthis was sound advice the long‚äôs would have required hemmingi tried the size  first they are incredibly comfortable and soft they are roomy in the right places and the waist band height is much better  the crotch area was an exception though that shouldn‚äôt feel like there‚äôs extra unneeded fabric but it did after washing this hasn‚äôt bothered me  i do need a belt to keep these up if my phone is in the pocketnext i tried the size  i‚äôm fairly confident that they will fit better if i lost  pounds otherwise i can wear them but the fit feels too small and i suspect they might look too small i actually ordered another size  so that i have more than one pair of blue jeans to wearhighly recommend these jeans no matter what body shape if you are struggling with waistbands which are too tight these jeans have more than enough stretch in the fabric the waistband doesn‚äôt roll or curl over after bending down and the length even after washing has stayed exactly like it was when i got them i did not need to buy long the regular length is quite long enough  ever so grateful this brand has mastered making a denim material which stretches but still looks like a normal blue jean  it is soft and a joy to wear,1
"These 'TOM'S' shoes are the most comfy shoes ever. I love, love, love them. I have time in many colors!",these toms shoes are the most comfy shoes ever i love love love them i have time in many colors,1
"Very comfortable, light weight . They look great and fit perfectly.",very comfortable light weight  they look great and fit perfectly,1
"These are good for the gym, not too thin, not too thick.  These won't work for going out when you need your wallet and car keys etc.  Pockets would be an issue for that.  However, these shorts dry quick and help keep you cool.  They are light weight, airy, and a good length.  Everyone's body type and personal preferences are different.  For me, I'm 6ft, chunky but not flabby with some muscle, maybe 240 ish.  I got XL as most XL works well.  These do, but I wish they were a smidge wider.  I'm pretty sure XXL would be too  big.  I have XL Adidas shorts that are too wide for gym but better for lounging.  I'd take a chance on these for gym use.",these are good for the gym not too thin not too thick  these wont work for going out when you need your wallet and car keys etc  pockets would be an issue for that  however these shorts dry quick and help keep you cool  they are light weight airy and a good length  everyones body type and personal preferences are different  for me im ft chunky but not flabby with some muscle maybe  ish  i got xl as most xl works well  these do but i wish they were a smidge wider  im pretty sure xxl would be too  big  i have xl adidas shorts that are too wide for gym but better for lounging  id take a chance on these for gym use,1
Tq amazon &seller,tq amazon seller,1
"Very nice material and colors, fits great and price range was good, good quality",very nice material and colors fits great and price range was good good quality,1
Super cute fit my baby perfectly,super cute fit my baby perfectly,1
Excellent gift for a new baby boy.  The grandmother loved the thought.  She loved the gift. Great quality color design,excellent gift for a new baby boy  the grandmother loved the thought  she loved the gift great quality color design,1
These shorts were true to size. Good quality and the price was great! They fit son 6 year old well.,these shorts were true to size good quality and the price was great they fit son  year old well,1
"Skinny jeans are something that I haven't worn in nearly 50 years! After a recent hospitalization I went looking for skinny jeans because I lost over 20 lbs.I have always found that men's jeans fit me best because I have an extra short waist. Since my favorite jeans, Levi's, are too expensive to buy, decided to try Amazon's brand.What a pleasant surprise! The quality is just as good as Levi's and they're very affordable priced! Maybe I will be able to buy Levi's in the future but these are an amazing replacement!",skinny jeans are something that i havent worn in nearly  years after a recent hospitalization i went looking for skinny jeans because i lost over  lbsi have always found that mens jeans fit me best because i have an extra short waist since my favorite jeans levis are too expensive to buy decided to try amazons brandwhat a pleasant surprise the quality is just as good as levis and theyre very affordable priced maybe i will be able to buy levis in the future but these are an amazing replacement,1
"I‚Äôve purchased two of these tops and they fit well and are comfortable.  There‚Äôs a bit of stretchiness in the material, which I like.  Washes well.  I hang to dry.  Can‚Äôt beat the price and they look nice!",i‚äôve purchased two of these tops and they fit well and are comfortable  there‚äôs a bit of stretchiness in the material which i like  washes well  i hang to dry  can‚äôt beat the price and they look nice,1
